record_type,id,label,packet,priority_or_status,claim_strength,safe_scope,claim_roles,entities,ingredients,summary
candidate_claim,CAND_MEMORY_UCHUNK_000168,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",hershey_company,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"mpany
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
91
The Hershey Company 2023 ESG Report
1
Diverse spend includes formal industry-recognized certification and self-
certification, and Tier 1 and Tier 2 spend. Diverse suppliers refers to busine"
candidate_claim,CAND_MEMORY_UCHUNK_000174,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate",hershey_company,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate,"by lively reverse-mentorship meetings where 
the young women advised Hershey leaders on issues 
important to them.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
94
The Hershey Company 2023 ESG Report
CASE STUDY
"
candidate_claim,CAND_MEMORY_UCHUNK_000190,"supplier_relationship / retail_price / manufacturing_or_process: hershey, target",hershey_company,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; retail_price; manufacturing_or_process,hershey; target,,"0 students. 
We build on that relationship, adding programs that 
connect with MHS students and staff. We have taken 
a number of steps to support alumni and students with 
the kind of skills and experience that contribute to 
generational change. In 2023, we significantly grew the 
formal talent pi"
candidate_claim,CAND_MEMORY_UCHUNK_000192,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate",hershey_company,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"at 
I have learned to work even 
more efficiently and safely.”
Allen Snyder, MHS student and 
Pre-Apprenticeship participant
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
106
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000202,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",hershey_company,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"$400,000 
for CMN, bringing our fundraising total to more 
than $7 million since our employees first began 
hosting events. 
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
112
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000203,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",hershey_company,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"communities.
4
The 2023 Good to Give Back campaign offered more volunteer opportunities due to lifted pandemic restrictions.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
113
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000204,"cost_or_price_benchmark / retail_price / sustainability_context: hershey, target",hershey_company,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,,"believe,” “continue,” “estimate,” “expect,” 
“forecast,” “future,” “intend,” “plan,” “potential,” “predict,” 
“project,” “strategy,” “target” and similar terms, and future 
or conditional tense verbs like “could,” “may,” “might,” 
“should,” “will” and “would,” among others.
These forward-looking sta"
candidate_claim,CAND_MEMORY_UCHUNK_002033,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, milk_dairy, packaging, sugar",hershey_company,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; milk_dairy; packaging; sugar,"ar , Ci
/ ; iw + \ NSS OF
- 2 \ SP Masd . /
e e e e
Priority Ingredients and Raw Materials
Each ingredient presents unique sourcing challenges and risks since sustainability and labor
praclices vary across cormmodilies and by region. By underslanding lhe risks Lhal are specific lo
each raw material "
candidate_claim,CAND_MEMORY_UCHUNK_001905,"supplier_relationship / retail_price / logistics_distribution: mclane, walgreens",logistics_distribution,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; retail_price; logistics_distribution,mclane; walgreens,,"--- VISUAL OCR PAGE 1: page_001.png ---
Careers Newsroom Locations Become a Customer Login
Ad About v Distribution Expertise » | C-StoreSolutions » Innovation » Suppliers Contact
McLANE.
Season Success ~— ee
: ; 4
. ; wae
Summer brings more trips, more impulse, and more ¢ ""ey
opportunity. New line e"
candidate_claim,CAND_MEMORY_UCHUNK_001362,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"y and engagement with the farmers who 
grow this important ingredient. 
Fast-moving regulatory actions continue to shape the 
sustainability landscape. We are strengthening our due 
diligence and reporting capabilities, as evidenced by our 
Disclosure and Assurance Reporting Center of Excellence 
an"
candidate_claim,CAND_MEMORY_UCHUNK_001363,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"mpact and working hard 
each day to bring goodness to the world. 
Michele Buck
Chairman, President and CEO
The Hershey Company
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
4
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_001364,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; packaging,"gress in reducing Hershey’s 
emissions with a keen business focus on our owned 
emissions and expanded efforts to reduce emissions 
in our value chain while advancing nature-based projects 
to combat climate change. We set water usage reduction 
targets for priority sites where water is most scarce."
candidate_claim,CAND_MEMORY_UCHUNK_001369,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; packaging,"standards 
to protect people across 
our value chain.
Community
Actively making 
a difference where 
we live and work.
Environment
Enhancing our operations 
to meet high-impact 
climate, waste, water 
and packaging goals.
Our People
Creating more ways for 
more people to be 
themselves and thrive.

"
candidate_claim,CAND_MEMORY_UCHUNK_001373,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate, milk_dairy",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate; milk_dairy,", listening sessions 
• Employee Relief Fund 
• Ethics & Compliance Concern Line 
• Learning and development opportunities including company-wide training 
and role-specific courses 
• Town Halls
• Volunteering and philanthropic activities (Matching Gifts, Dollars for Doers) 
Government, 
policymake"
candidate_claim,CAND_MEMORY_UCHUNK_001375,"supplier_relationship / retail_price / sustainability_context: hershey, target",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; retail_price; sustainability_context,hershey; target,,"the year. As of May 2024, approximately 
55% of our Board of Directors has ESG and human capital 
management experience.
Audit Committee 
Reviews the company’s public reporting with respect 
to ESG matters within the Audit Committee’s purview.
Compensation and Human Capital Committee
Oversees consid"
candidate_claim,CAND_MEMORY_UCHUNK_001382,supplier_relationship / ingredient_confirmation / retail_price: target,packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; manufacturing_or_process,target,,"y manufacturing sites. 
We anticipate rolling out the training to manufacturing 
employees in our North America Salty Snacks segment 
in 2024.
• Food safety basics training is part of our required 
onboarding for all new salaried employees, in any role. 
It was assigned to all existing salaried empl"
candidate_claim,CAND_MEMORY_UCHUNK_001384,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,,"a range of policies on: 
• Responsible sourcing of key ingredients 
• Standards we expect from our suppliers 
• ESG issues of key concern to us, such as environmental 
management, human rights and food safety 
All Directors and professional employees are trained on 
the Code at onboarding and annual"
candidate_claim,CAND_MEMORY_UCHUNK_001388,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"’s inaugural event, 
we held our second enterprise-wide Integrity Day 
in October 2023 — with a focus on the importance 
of privacy and cybersecurity. This collaboration 
between the Ethics, Compliance & Privacy team 
and local Compliance Ambassadors across all 
Hershey locations engaged colleagues "
candidate_claim,CAND_MEMORY_UCHUNK_001404,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context,hershey; target,cocoa_chocolate; packaging,"nsible for 
collecting and reporting on CLMRS data. Hershey has 
used industry-aligned best practices, implemented 
by supply chain and community partners, since 2018.
Hershey sets forth Cocoa Key Requirements for suppliers, 
which means that CLMRS implemented by Hershey’s 
suppliers include at leas"
candidate_claim,CAND_MEMORY_UCHUNK_001410,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"rovided
27
classrooms built 
or renovated
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
31
The Hershey Company 2023 ESG Report
CNS, ICI and Hershey build modern school infrastructure in Drissapé, 
Côte d’Ivoire
"
candidate_claim,CAND_MEMORY_UCHUNK_001411,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,". We advance sustainable agricultural 
practices, promoting climate-smart techniques and 
economically viable agroforestry and shade-grown cocoa. 
Hershey has pledged to achieve a deforestation and 
conversion-free supply chain, including cocoa, by the end 
of 2025. Working toward this target we:
• "
candidate_claim,CAND_MEMORY_UCHUNK_001414,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"ng on 2023, our focus was 
centered on the farmer perspective, 
their interests as well as the 
well-being of their children 
and their communities.
More broadly, we have sharpened 
our understanding of what we can 
do and where and how we need 
to partner. This is helping us better 
communicate our"
candidate_claim,CAND_MEMORY_UCHUNK_001437,"supplier_relationship / cost_or_price_benchmark / retail_price: hershey, target",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,,"w approach to longer-term 
capability building in Mexico in 2023. The eight-month 
program was delivered with AIM-Progress and digital 
training company, Quizrr. Its eight sessions covered 
a range of health and safety, human rights and 
environmental topics. Participants also gained no-cost 
access"
candidate_claim,CAND_MEMORY_UCHUNK_001441,"supplier_relationship / ingredient_confirmation / retail_price: hershey, land_olakes, target, cocoa_chocolate, milk_dairy, sugar",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context,hershey; land_olakes; target,cocoa_chocolate; milk_dairy; sugar,"Three-Year Pilot in Numbers 
• 45 acres of riparian buffer planted
• 9,260 trees planted
• 1.7 million pounds of sediment/2,210 pounds of 
phosphorous/24,200 pounds of nitrogen kept out 
of waterways annually
• 490 metric tons of CO2e sequestered
Hershey’s, EPA’s and Land O’Lakes leadership 
to supp"
candidate_claim,CAND_MEMORY_UCHUNK_001442,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, sugar",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,sugar,"our 
2025 target for 100% verified volumes. Credible third-
party standards and verification, like Bonsucro, are 
essential to improving sustainability performance 
in a complex supply chain.
Engaging Suppliers for Continuous Improvement
We conducted our second assessment of suppliers’ 
sustainabili"
candidate_claim,CAND_MEMORY_UCHUNK_001444,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate,"h, 
field assessments and stakeholder 
engagement found the opportunity to be 
strong. We will use it to update our strategy.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
50
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_001446,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; packaging,"r 12,000 hectares. They will 
sustainably farm the 2,000 already-cultivated 
hectares and fully protect the remaining 10,000 
hectares of forest, while continuing to sustainably 
harvest non-timber forest products. Hershey 
funding will help with activities including: 
• Equipment for patrol teams
•"
candidate_claim,CAND_MEMORY_UCHUNK_001448,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"Further embed sustainability into procurement category 
management strategies and supplier relationship 
management practices
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
52
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_001456,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; logistics_distribution; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; packaging,"ce of Biodiversity 
71
Making Progress on Packaging
72
New Solutions for Waste
73
Employees Catalyzing Change
74
Our Progress
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
59
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_001460,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate, milk_dairy",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; milk_dairy,"2024. The project will have five waves 
of tree planting over a five-year timeframe. The aim is to 
plant 1.2 million total trees by the end of 2028, all in areas 
supplying Hershey. 
The trees planted are expected to sequester over 
15,000 tons of carbon by 2030, while also building 
resilience to "
candidate_claim,CAND_MEMORY_UCHUNK_001461,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, milk_dairy, packaging, sugar",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; logistics_distribution; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; milk_dairy; packaging; sugar,"in our dairy 
and cocoa supply chains 
• Improved our carbon accounting and data 
collection capabilities
→Learn more about progress against our GHG goals in Reducing 
Emissions in Our Operations on page 63 and Reducing Emissions 
in Our Value Chain on pages 64-65. 
Robust Data and Accounting
We con"
candidate_claim,CAND_MEMORY_UCHUNK_001462,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; logistics_distribution; manufacturing_or_process,hershey; target,packaging,"ucts includes fuel and energy-related activities; Co-
manufacturers includes co-packers; Packaging our Products includes upstream transportation emissions for these materials.
Sourcing our 
Ingredients
Manufacturing 
our Products
Packaging 
our Products
Transporting 
our Products 
to Customers
Packa"
candidate_claim,CAND_MEMORY_UCHUNK_001465,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, milk_dairy, packaging, sugar",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; logistics_distribution; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; milk_dairy; packaging; sugar,"for the communities 
where they are located.
~80% 
of electricity sourced from 
renewable and zero-emission 
sources in 2023
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
63
The Hershey Company 2023 ESG Report

"
candidate_claim,CAND_MEMORY_UCHUNK_001467,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: target, cocoa_chocolate, milk_dairy, packaging, sugar",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,target,cocoa_chocolate; milk_dairy; packaging; sugar,"land-use change 
• Partnerships to scale good agricultural practices that 
reduce emissions and mitigate environmental risks 
Roadmaps are progressing from assessment and project 
design phases into pilots and, in some cases, from pilots to 
scaled implementation. 
In 2024, we expect to start seeing"
candidate_claim,CAND_MEMORY_UCHUNK_001468,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; packaging,"roving Farmer Income and Livelihoods on pages 26-27 and 
Sourcing Our Priority Ingredients and Materials on pages 48-52.
Non-FLAG Emissions Mapping
Once approved by the SBTi, we will have targets specific 
to our non-FLAG emissions. We are creating detailed 
roadmaps, starting with the largest eleme"
candidate_claim,CAND_MEMORY_UCHUNK_001471,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, milk_dairy",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; milk_dairy,"manufacturing 
processes. Water is an issue of double materiality for 
Hershey. We fully understand how critical it is to steward 
water responsibly. Access to water and sanitation 
is a human right. We strive to manage our facilities 
and supply chain to protect supplies of clean water. 
Hershey Wa"
candidate_claim,CAND_MEMORY_UCHUNK_001472,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; manufacturing_or_process,hershey; target,,"climate-nature-water 
connection
1
Water Stewardship, United Nations Global Compact.
2
The methodology for this calculation is based on mass of ingredients sourced 
and the Aqueduct Water Risk Atlas and WWF Water Risk Filter. This 
assessment was first completed for Hershey’s food ingredients in 202"
candidate_claim,CAND_MEMORY_UCHUNK_001473,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, milk_dairy",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,milk_dairy,"Facilitating integration of visibility and accountability 
into our business to drive results, making data available, 
understanding usage patterns, securing investments 
and engaging teams to find opportunities
Champions at Hershey manufacturing locations rally their 
teams to implement projects, m"
candidate_claim,CAND_MEMORY_UCHUNK_001474,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, milk_dairy",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; milk_dairy,"o work with others. The 
collaborative Sustainable Dairy PA initiative is an excellent 
example, with the pilot already improving water quality 
and more impact to come as the program scales. We are 
also exploring what other interventions might most 
improve water quality of the bay.
→For more deta"
candidate_claim,CAND_MEMORY_UCHUNK_001475,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,,"coa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
68
The Hershey Company 2023 ESG Report
1
Due to lower production volumes in 2023, we haven’t seen the same improvement 
in water intensity even though Hershey used less water in 2023 compared to 2022.
"
candidate_claim,CAND_MEMORY_UCHUNK_001476,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate, milk_dairy",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate; milk_dairy,"on, forest degradation and natural 
ecosystem conversion remain major global challenges 
with far-reaching implications for future generations. 
As detailed in our updated Deforestation and Conversion-
free Policy, we accelerated the target date to eliminate 
deforestation from our supply chain by f"
candidate_claim,CAND_MEMORY_UCHUNK_001480,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; logistics_distribution; manufacturing_or_process,hershey; target,cocoa_chocolate; packaging,"material 
by eliminating, redesigning and reducing packaging. 
Beyond consumer packaging, we constantly seek ways to 
reduce secondary, transport and retail display packaging, 
investing in designs that make distribution more efficient. 
That means fewer trucks on the road and a significant 
contrib"
candidate_claim,CAND_MEMORY_UCHUNK_001483,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; packaging,"te from landfill. They repurpose it as 
an input for livestock feed, relying less on crops and 
the resources needed to grow them. The stock feed 
is added to nutrient-dense dry feed ingredients 
where it is specially fine tuned for nutritional value 
and quality control. 
This collaboration directl"
candidate_claim,CAND_MEMORY_UCHUNK_001486,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate; packaging,"fit the community 
and strengthen the company’s 
reputation, contributing to 
a more sustainable world. 
For me, this means aligning 
myself with a purpose, and 
having the possibility to make 
a difference through initiatives 
that have a positive impact on 
the environment and society.” 
Elisama J"
candidate_claim,CAND_MEMORY_UCHUNK_001502,retail_price: target,packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,retail_price,target,,"rtunity to improve perceived equity, primarily 
through increased transparency and candid career 
conversations. Demographic breakdowns show trends 
highly consistent with enterprise-level results.
→For Employee Engagement data, see pages 98-99.
Pay Equity
We are strongly committed to providing equa"
candidate_claim,CAND_MEMORY_UCHUNK_001510,"retail_price / manufacturing_or_process: hershey, target",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,retail_price; manufacturing_or_process,hershey; target,,"nts 
and training it comprises.
In 2023, following initial implementation of the new 
system and as part of our robust system of risk 
assessments and internal audits, our EHS team evaluated 
Hershey sites for their safety culture and compliance with 
procedures. They assessed 80% of sites, and iden"
candidate_claim,CAND_MEMORY_UCHUNK_001515,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate,"do we!
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
89
The Hershey Company 2023 ESG Report
Material ESG issue:
• Diversity, Equity and Inclusion (DEI)
Salient Human Rights Issue:
• Gender and social inequality
"
candidate_claim,CAND_MEMORY_UCHUNK_001518,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"work experiences, 
returning to chocolate town 
has been sweet.”
Brock Romano, Specialist, Procurement, 
The Hershey Company
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
90
The Hershey Company 2023 ESG Report

"
candidate_claim,CAND_MEMORY_UCHUNK_001520,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"mpany
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
91
The Hershey Company 2023 ESG Report
1
Diverse spend includes formal industry-recognized certification and self-
certification, and Tier 1 and Tier 2 spend. Diverse suppliers refers to busine"
